Air_Temperature,Process_Temperature,Rotational_Speed,Torque,Tool_wear,Operation
302.24,312.96,1576.82,25.6,2.82,0
302.98,314.53,1375.53,23.46,2.87,0
297.76,305.94,1479.0,26.29,2.91,0
301.69,312.13,1485.28,24.56,2.95,0
296.28,306.18,1407.2,25.15,2.98,0
298.79,307.92,1514.39,24.47,3.05,0
296.17,305.33,1572.33,27.45,3.1,0
302.1,312.66,1357.67,26.24,3.13,0
302.67,311.01,1457.45,24.89,3.19,0
299.61,309.62,1515.08,22.73,3.24,0
303.55,315.58,1701.31,24.14,3.3,0
298.65,306.44,1436.66,27.59,3.36,0
300.3,311.91,1675.2,24.87,3.41,0
300.31,308.14,1504.1,23.25,3.46,0
297.87,306.79,1559.8,22.06,3.52,0
300.88,307.21,1614.19,21.31,3.57,0
303.88,313.85,1752.43,21.11,3.61,0
297.95,306.34,1309.82,22.96,3.67,0
301.8,310.72,1439.9,23.31,3.72,0
299.69,310.64,1520.12,25.27,3.78,0
303.54,313.9,1437.81,24.28,3.83,0
300.97,308.82,1611.07,22.21,3.87,0
301.35,313.58,1489.7,22.71,3.92,0
301.29,311.28,1522.92,26.0,3.95,0
300.5,309.4,1591.23,26.14,3.99,0
297.21,307.37,1451.3,24.81,4.04,0
302.78,313.33,1443.21,26.77,4.11,0
297.26,306.68,1298.87,28.79,4.14,0
300.48,308.65,1618.68,24.98,4.19,0
301.23,310.66,1456.67,23.29,4.24,0
298.32,309.74,1553.75,24.45,4.28,0
300.29,311.68,1578.26,24.47,4.33,0
302.34,313.1,1427.34,24.75,4.4,0
299.95,315.19,1475.18,27.59,4.43,0
298.22,306.41,1407.07,27.65,4.47,0
294.17,302.42,1613.7,23.14,4.53,0
298.06,306.7,1556.15,27.69,4.58,0
298.82,310.16,1504.33,25.19,4.62,0
298.97,306.92,1358.87,22.19,4.67,0
298.08,308.99,1484.6,22.65,4.71,0
300.75,309.75,1562.79,23.31,4.76,0
298.85,306.86,1502.88,25.86,4.84,0
299.78,307.57,1460.46,24.29,4.88,0
301.36,311.71,1479.38,25.16,4.93,0
298.29,308.33,1446.46,25.43,4.96,0
299.4,312.05,1710.07,19.51,5.02,0
304.32,315.57,1564.16,25.47,5.07,0
301.75,312.61,1471.98,26.83,5.12,0
297.41,306.1,1633.17,23.32,5.18,0
299.84,309.96,1579.91,24.61,5.22,0
301.13,311.29,1525.56,19.18,5.28,0
302.47,309.98,1394.7,29.97,5.33,0
300.3,310.82,1433.87,25.44,5.37,0
298.94,311.12,1712.65,18.45,5.43,0
298.54,308.88,1642.19,23.97,5.46,0
301.29,313.53,1482.4,23.27,5.51,0
300.63,310.26,1505.53,22.68,5.56,0
298.97,306.52,1512.66,26.02,5.61,0
299.62,309.42,1402.88,27.17,5.65,0
299.17,311.46,1520.07,24.63,5.71,0
301.45,312.41,1336.13,22.24,5.77,0
298.62,309.67,1499.73,22.83,5.82,0
300.97,312.01,1504.02,28.8,5.86,0
301.7,310.75,1396.25,28.18,5.92,0
300.97,309.84,1549.96,24.18,5.97,0
298.33,310.4,1626.71,23.51,6.01,0
302.69,311.92,1312.04,27.4,6.06,0
298.64,309.62,1436.04,25.13,6.1,0
300.85,313.03,1470.38,25.3,6.15,0
298.49,307.94,1492.56,23.9,6.19,0
296.51,307.02,1456.55,26.46,6.23,0
300.45,311.45,1392.66,30.49,6.26,0
300.57,310.51,1583.21,26.61,6.33,0
299.85,311.45,1490.08,26.09,6.39,0
300.55,310.61,1568.09,25.98,6.44,0
298.7,310.01,1518.04,20.7,6.49,0
298.53,311.57,1516.93,29.63,6.54,0
299.66,308.53,1586.31,23.56,6.59,0
303.82,312.61,1711.44,25.02,6.64,0
301.63,309.71,1532.69,25.07,6.7,0
298.96,308.26,1287.58,27.78,6.76,0
301.12,311.24,1487.94,24.56,6.81,0
299.04,306.75,1401.69,23.89,6.86,0
299.09,307.18,1485.54,22.39,6.9,0
301.72,311.43,1422.07,27.08,6.93,0
298.95,310.91,1506.18,26.14,6.98,0
296.65,305.01,1531.1,25.37,7.04,0
298.19,308.18,1532.76,28.65,7.1,0
300.18,309.59,1508.34,22.18,7.16,0
300.26,310.18,1504.14,24.42,7.2,0
302.48,310.13,1511.54,27.7,7.27,0
298.57,306.96,1642.85,28.25,7.33,0
301.46,309.95,1603.84,22.42,7.38,0
300.85,308.14,1436.38,27.97,7.44,0
299.7,310.96,1677.38,26.79,7.48,0
301.67,311.99,1723.45,24.32,7.53,0
300.98,310.54,1531.47,25.4,7.58,0
298.28,311.15,1485.7,22.75,7.66,0
302.14,307.73,1479.02,25.61,7.73,0
297.56,306.43,1652.21,24.57,7.76,0
300.12,311.12,1391.93,23.37,7.83,0
300.0,310.27,1675.59,22.82,7.89,0
300.85,309.16,1689.16,24.4,7.94,0
298.55,307.91,1555.95,25.0,7.99,0
299.93,310.87,1404.04,29.29,8.04,0
299.72,307.67,1622.38,27.08,8.09,0
301.99,314.29,1334.82,25.6,8.16,0
298.41,305.69,1592.33,24.3,8.2,0
300.15,306.9,1519.62,22.48,8.26,0
299.48,309.47,1573.86,26.47,8.32,0
297.4,307.3,1573.52,24.12,8.35,0
305.35,316.78,1607.49,25.19,8.41,0
299.86,312.1,1489.3,24.5,8.46,0
297.03,307.23,1649.44,18.92,8.51,0
302.82,313.7,1450.05,25.8,8.58,0
297.86,307.47,1484.55,20.52,8.62,0
300.74,312.44,1421.7,29.86,8.67,0
301.73,310.34,1503.11,27.46,8.73,0
298.7,310.92,1577.93,24.34,8.78,0
299.14,307.49,1599.17,22.62,8.84,0
298.92,306.78,1418.06,25.01,8.87,0
299.74,310.41,1532.35,22.62,8.91,0
296.76,306.61,1390.51,31.25,8.96,0
297.53,308.28,1522.88,27.53,9.0,0
299.72,308.61,1724.85,27.81,9.03,0
302.08,311.97,1333.26,30.79,9.06,0
301.26,310.63,1430.69,26.35,9.12,0
303.46,314.68,1482.12,24.03,9.17,0
301.39,312.21,1397.03,26.93,9.23,0
298.98,309.07,1495.15,25.26,9.28,0
299.75,310.03,1415.24,26.48,9.34,0
295.94,306.1,1508.92,24.32,9.4,0
298.08,309.47,1371.6,25.48,9.45,0
297.96,306.27,1468.5,24.4,9.51,0
300.54,311.44,1516.99,26.02,9.58,0
301.3,310.24,1640.25,20.34,9.63,0
298.88,310.8,1467.69,27.36,9.68,0
298.82,306.96,1691.62,22.55,9.73,0
296.91,306.58,1491.27,22.48,9.78,0
299.74,308.86,1448.57,24.71,9.84,0
300.5,310.98,1674.19,20.09,9.9,0
300.89,310.38,1463.36,24.73,9.95,0
298.43,310.05,1648.51,24.1,9.99,0
303.98,313.58,1468.42,25.07,10.04,0
302.39,314.39,1632.77,22.35,10.1,0
299.81,308.61,1370.7,27.59,10.16,0
298.95,309.17,1468.92,23.31,10.22,0
299.36,310.33,1489.87,24.7,10.26,0
300.3,307.62,1520.2,29.33,10.31,0
299.96,312.44,1504.93,21.18,10.37,0
300.97,313.42,1555.83,23.75,10.4,0
301.54,310.09,1415.93,28.11,10.44,0
302.73,313.69,1671.38,26.42,10.51,0
302.29,311.64,1510.02,25.73,10.55,0
299.78,308.51,1452.04,28.51,10.6,0
300.78,310.62,1414.93,27.28,10.65,0
299.23,309.91,1542.21,22.64,10.7,0
298.83,311.29,1558.89,20.95,10.75,0
303.82,315.23,1446.13,25.98,10.8,0
299.08,307.41,1433.58,25.03,10.87,0
303.98,313.59,1324.67,26.74,10.91,0
299.3,311.72,1565.54,24.83,10.97,0
300.51,311.41,1638.44,23.0,11.03,0
302.18,313.08,1484.99,24.09,11.08,0
300.05,311.68,1453.79,26.77,11.13,0
300.79,309.04,1334.18,23.64,11.19,0
299.52,309.93,1515.14,23.08,11.23,0
299.05,310.58,1483.7,23.27,11.29,0
299.67,310.9,1469.98,27.42,11.33,0
298.7,307.82,1481.43,24.11,11.37,0
303.26,313.54,1373.26,25.74,11.41,0
299.66,308.34,1488.7,26.85,11.45,0
303.45,315.27,1451.45,26.54,11.5,0
294.63,306.59,1389.21,22.69,11.57,0
300.04,309.74,1497.11,23.99,11.63,0
301.12,310.42,1482.59,25.57,11.68,0
299.41,310.13,1725.28,22.25,11.71,0
302.19,313.44,1372.97,28.06,11.75,0
301.28,308.17,1425.82,23.17,11.78,0
299.45,311.74,1450.04,24.76,11.82,0
300.87,313.28,1471.23,24.46,11.88,0
305.62,317.01,1528.12,21.83,11.94,0
300.5,310.68,1393.78,28.26,12.01,0
300.6,309.78,1497.1,25.15,12.05,0
299.12,313.58,1173.54,25.59,12.07,0
300.27,308.92,1392.13,24.76,12.12,0
297.42,306.78,1521.78,21.81,12.17,0
299.6,310.26,1527.46,24.67,12.21,0
304.92,315.64,1439.62,26.77,12.27,0
302.13,314.03,1466.97,26.96,12.31,0
301.28,313.64,1429.55,23.96,12.36,0
302.21,312.2,1464.08,27.95,12.4,0
303.76,314.39,1435.44,24.48,12.47,0
301.19,311.67,1617.94,27.71,12.53,0
304.14,315.24,1491.22,25.84,12.57,0
302.14,313.49,1503.82,26.57,12.62,0
300.33,307.0,1263.75,26.84,12.68,0
303.44,313.54,1421.58,27.18,12.73,0
295.28,307.18,1412.53,29.81,12.76,0
298.86,306.68,1467.16,24.29,12.82,0
300.53,310.86,1611.65,24.63,12.88,0
298.18,307.8,1303.11,27.23,12.91,0
299.69,312.2,1633.25,20.64,12.96,0
298.72,307.51,1538.94,24.08,12.99,0
298.69,305.48,1471.46,22.77,13.03,0
305.42,316.53,1337.7,27.22,13.08,0
301.25,310.28,1567.83,22.66,13.12,0
299.89,306.86,1605.97,22.29,13.17,0
302.63,313.53,1595.41,20.75,13.23,0
299.53,309.72,1474.27,27.92,13.29,0
301.77,313.02,1462.86,26.16,13.33,0
300.7,308.04,1467.29,23.23,13.37,0
303.25,313.76,1345.1,28.99,13.41,0
297.16,302.87,1555.12,24.98,13.45,0
301.53,312.06,1594.23,22.87,13.53,0
300.24,310.5,1421.89,23.83,13.58,0
297.69,307.69,1611.23,24.29,13.63,0
302.13,311.17,1527.88,23.5,13.68,0
298.26,310.98,1484.9,23.68,13.73,0
303.24,311.01,1226.18,28.09,13.79,0
301.03,312.16,1510.84,25.58,13.82,0
301.39,310.28,1516.37,21.5,13.86,0
300.16,309.13,1460.15,22.56,13.91,0
301.81,309.85,1617.71,20.75,13.97,0
296.27,305.81,1591.58,22.81,14.02,0
300.15,309.2,1412.81,24.41,14.05,0
298.74,307.58,1391.86,31.58,14.09,0
300.57,309.54,1674.01,21.4,14.15,0
299.91,311.52,1585.58,23.25,14.19,0
301.23,311.11,1398.41,27.94,14.25,0
298.32,310.36,1579.27,21.38,14.3,0
303.68,312.59,1466.3,22.39,14.35,0
304.63,317.01,1535.45,23.98,14.41,0
299.58,308.3,1287.78,25.25,14.44,0
299.97,311.72,1348.43,24.5,14.49,0
300.58,308.26,1747.02,19.18,14.54,0
302.53,308.34,1407.56,27.0,14.58,0
303.79,316.34,1485.73,26.74,14.63,0
297.59,307.94,1678.16,22.84,14.67,0
298.77,309.78,1576.8,25.79,14.72,0
297.88,310.79,1544.13,26.37,14.77,0
297.77,307.46,1464.44,30.37,14.81,0
296.72,307.37,1331.82,26.79,14.87,0
300.73,307.92,1402.43,27.3,14.9,0
297.68,308.26,1453.89,27.08,14.97,0
303.01,310.98,1628.8,24.5,15.03,0
301.82,309.6,1657.91,24.76,15.07,0
297.94,309.18,1422.97,25.35,15.11,0
297.94,307.78,1466.01,25.04,15.18,0
298.78,309.84,1628.6,21.68,15.24,0
302.8,311.12,1448.08,20.83,15.3,0
298.3,306.0,1570.79,25.27,15.35,0
297.01,306.54,1467.63,20.91,15.4,0
299.9,310.48,1414.47,25.01,15.43,0
300.75,308.82,1356.44,26.12,15.52,0
298.69,309.7,1560.4,22.03,15.56,0
303.24,313.07,1656.46,24.62,15.62,0
300.48,307.78,1426.99,27.92,15.66,0
300.91,309.72,1429.57,22.26,15.72,0
298.29,305.55,1585.82,25.66,15.77,0
299.92,310.4,1639.71,23.09,15.82,0
299.69,309.48,1502.35,25.48,15.87,0
295.46,303.94,1563.08,24.12,15.92,0
300.58,308.35,1339.96,25.16,15.96,0
296.41,307.48,1409.27,28.2,16.03,0
299.94,310.42,1485.68,27.63,16.07,0
297.05,305.38,1497.68,22.65,16.11,0
304.04,313.4,1620.89,25.9,16.16,0
300.65,308.86,1361.8,31.01,16.21,0
301.72,312.78,1489.36,25.09,16.26,0
301.84,311.21,1553.53,22.71,16.29,0
297.35,308.79,1502.04,21.64,16.34,0
295.44,305.22,1405.24,25.19,16.38,0
299.34,310.27,1578.25,27.96,16.42,0
301.79,310.71,1442.04,24.58,16.48,0
300.18,310.13,1412.74,26.36,16.53,0
301.57,312.03,1598.11,22.27,16.58,0
301.87,310.64,1578.36,23.87,16.62,0
297.02,304.81,1586.79,22.35,16.65,0
300.58,311.77,1495.88,25.09,16.7,0
303.93,312.46,1500.38,25.63,16.76,0
298.86,311.6,1408.19,28.74,16.8,0
295.94,306.34,1483.25,25.38,16.85,0
299.54,310.41,1785.85,21.42,16.9,0
299.07,306.75,1533.88,27.38,16.94,0
300.84,310.69,1481.06,28.13,17.02,0
298.22,306.54,1419.62,27.36,17.05,0
300.18,309.02,1521.15,25.96,17.1,0
295.57,307.04,1305.85,23.18,17.15,0
301.71,309.07,1414.19,30.19,17.19,0
303.17,313.55,1519.45,22.02,17.24,0
302.6,313.73,1372.68,21.21,17.28,0
296.97,308.77,1580.06,23.89,17.34,0
300.64,308.17,1453.27,27.55,17.39,0
294.03,303.56,1470.64,18.95,17.44,0
300.57,310.62,1355.42,27.15,17.48,0
299.87,308.83,1598.09,22.46,17.54,0
298.01,307.63,1568.27,24.52,17.59,0
300.69,309.4,1408.35,24.88,17.64,0
300.28,309.06,1410.29,25.6,17.7,0
301.88,311.94,1505.3,21.45,17.75,0
300.25,308.91,1555.38,26.82,17.8,0
300.47,309.41,1603.14,21.92,17.85,0
296.11,307.34,1503.58,26.85,17.89,0
297.68,308.34,1545.07,25.27,17.94,0
299.05,308.51,1364.41,27.34,17.97,0
300.59,309.45,1393.47,25.88,18.03,0
299.99,312.41,1447.2,24.47,18.07,0
303.0,311.33,1631.06,24.83,18.12,0
298.26,307.5,1440.15,28.83,18.16,0
299.52,310.9,1700.61,19.74,18.23,0
300.51,310.8,1602.37,22.14,18.27,0
299.54,309.89,1674.95,23.93,18.31,0
300.99,311.96,1501.63,25.84,18.36,0
298.86,308.36,1336.64,24.15,18.41,0
302.84,309.33,1458.43,25.52,18.46,0
299.36,308.79,1690.27,24.79,18.5,0
302.23,311.76,1473.89,27.46,18.55,0
299.94,310.63,1631.14,23.48,18.59,0
302.98,314.0,1369.42,27.1,18.65,0
297.2,305.67,1632.94,23.51,18.71,0
301.03,312.22,1713.5,18.66,18.76,0
299.13,311.37,1640.12,20.73,18.82,0
300.46,311.68,1666.17,23.41,18.88,0
302.39,314.01,1519.21,22.8,18.94,0
297.72,305.53,1414.74,23.09,18.99,0
297.36,308.21,1544.48,20.8,19.04,0
298.0,305.96,1491.65,24.1,19.11,0
300.51,310.41,1470.96,24.77,19.14,0
296.23,304.61,1519.32,24.7,19.2,0
300.19,309.61,1600.11,24.73,19.26,0
297.43,308.89,1369.62,22.81,19.32,0
297.71,309.72,1457.94,27.53,19.37,0
299.26,308.62,1576.41,22.85,19.42,0
300.76,310.62,1449.79,25.84,19.46,0
298.75,306.76,1465.39,25.53,19.51,0
299.02,309.82,1500.7,25.86,19.56,0
299.92,311.42,1553.82,25.21,19.61,0
299.45,308.63,1513.11,20.54,19.67,0
294.65,304.51,1430.8,22.02,19.73,0
299.14,308.74,1405.31,25.74,19.78,0
300.17,309.48,1459.25,24.79,19.82,0
302.2,311.66,1401.21,25.45,19.89,0
304.09,312.25,1561.72,20.35,19.95,0
301.33,310.79,1435.9,25.33,19.99,0
300.16,309.63,1504.78,24.26,20.03,0
298.07,307.32,1479.19,23.41,20.1,0
300.18,311.77,1429.47,26.41,20.15,0
301.56,313.27,1511.6,21.38,20.21,0
302.53,312.96,1607.75,23.92,20.25,0
298.24,308.25,1514.23,20.56,20.29,0
300.47,312.45,1422.74,24.03,20.32,0
301.63,312.69,1574.67,25.21,20.36,0
303.72,316.36,1505.81,28.26,20.41,0
300.51,310.61,1435.56,26.85,20.47,0
298.92,309.2,1567.34,23.73,20.51,0
298.62,309.4,1549.68,22.58,20.55,0
299.29,308.58,1417.67,27.23,20.6,0
298.7,309.64,1585.3,24.15,20.66,0
301.65,309.88,1530.12,24.07,20.72,0
302.14,314.3,1394.22,26.64,20.76,0
301.45,313.24,1451.73,26.39,20.8,0
302.38,310.48,1416.58,26.75,20.85,0
299.09,304.98,1380.28,25.08,20.9,0
300.76,312.61,1430.43,25.88,20.95,0
299.23,310.81,1542.93,24.45,21.0,0
300.09,310.27,1562.04,24.39,21.06,0
302.45,314.89,1568.69,26.09,21.1,0
299.94,307.83,1518.74,25.29,21.17,0
296.27,304.67,1678.37,21.24,21.22,0
299.49,309.86,1373.77,25.06,21.27,0
298.57,309.85,1494.33,29.54,21.32,0
296.98,307.42,1475.44,22.96,21.36,0
298.42,309.02,1600.17,21.69,21.42,0
301.92,312.3,1447.89,24.11,21.46,0
303.36,314.2,1312.18,28.58,21.52,0
299.02,309.71,1388.54,25.67,21.55,0
302.01,309.59,1364.83,24.39,21.6,0
302.36,312.04,1619.57,22.61,21.62,0
297.68,308.14,1514.18,22.67,21.65,0
299.92,309.97,1561.36,26.91,21.7,0
299.91,309.71,1347.61,27.08,21.74,0
300.34,310.94,1493.1,26.32,21.78,0
296.81,303.36,1379.69,26.84,21.84,0
299.3,309.15,1672.25,25.18,21.9,0
302.12,315.37,1436.63,25.01,21.94,0
302.52,312.13,1250.34,29.79,22.0,0
303.66,315.32,1442.88,22.55,22.04,0
299.32,313.44,1442.45,25.47,22.1,0
303.74,312.52,1629.89,23.98,22.16,0
301.33,311.69,1394.21,26.82,22.2,0
297.28,308.48,1461.74,27.35,22.25,0
301.52,309.78,1608.69,22.3,22.3,0
299.3,307.4,1524.19,21.46,22.36,0
301.04,310.33,1463.82,29.25,22.4,0
299.79,310.52,1611.35,24.07,22.45,0
302.42,311.84,1574.02,23.7,22.5,0
300.51,312.63,1611.45,20.75,22.54,0
299.43,308.55,1528.67,25.33,22.59,0
301.93,310.82,1653.2,24.21,22.65,0
300.51,311.29,1667.94,20.46,22.68,0
299.17,309.47,1433.87,25.84,22.75,0
302.55,314.28,1527.54,22.2,22.8,0
299.18,308.88,1455.78,25.46,22.85,0
298.73,306.14,1485.93,23.86,22.89,0
298.92,308.94,1549.02,22.22,22.95,0
297.07,305.02,1474.97,24.49,23.02,0
298.89,310.3,1461.37,24.76,23.08,0
303.72,313.45,1614.49,23.81,23.13,0
298.18,306.08,1496.86,25.2,23.16,0
300.02,307.05,1686.52,19.15,23.22,0
297.78,306.71,1524.79,23.02,23.28,0
298.78,310.04,1497.62,27.07,23.34,0
303.04,312.28,1445.59,23.09,23.39,0
301.79,311.18,1478.47,26.41,23.44,0
298.78,309.22,1650.76,25.29,23.5,0
300.01,308.44,1460.17,24.94,23.54,0
298.35,309.95,1470.43,27.55,23.57,0
298.43,307.76,1450.6,24.56,23.64,0
298.17,308.85,1567.9,23.25,23.68,0
298.21,307.61,1443.98,24.8,23.74,0
300.65,311.09,1380.76,27.34,23.8,0
301.19,310.46,1738.54,24.19,23.83,0
300.98,315.67,1337.72,24.79,23.89,0
299.66,312.37,1612.38,22.51,23.93,0
297.28,307.41,1375.58,23.36,23.99,0
299.87,309.85,1477.79,22.3,24.04,0
298.15,308.84,1547.05,24.39,24.1,0
301.76,309.73,1368.1,28.39,24.15,0
301.11,310.05,1465.24,27.45,24.19,0
301.49,311.62,1506.08,21.66,24.25,0
299.3,307.41,1506.52,26.15,24.3,0
296.38,303.57,1516.87,26.41,24.33,0
301.92,310.58,1491.36,26.96,24.38,0
302.45,311.33,1373.27,23.48,24.42,0
297.03,306.5,1422.69,24.73,24.47,0
300.28,309.54,1604.28,25.89,24.5,0
302.39,314.01,1591.87,22.57,24.56,0
297.85,307.87,1504.83,23.73,24.61,0
303.54,311.76,1404.39,25.42,24.65,0
299.3,310.84,1587.8,21.33,24.72,0
297.85,306.77,1485.93,24.07,24.77,0
302.74,313.38,1705.31,22.95,24.83,0
300.59,312.67,1392.96,25.05,24.88,0
298.69,309.16,1521.33,23.55,24.92,0
301.76,311.66,1460.76,22.41,24.96,0
296.09,308.92,1509.61,26.34,25.01,0
303.63,316.08,1523.8,22.01,25.05,0
298.37,310.29,1432.34,26.39,25.1,0
300.57,311.0,1382.31,24.72,25.16,0
299.2,307.27,1527.52,24.21,25.21,0
300.87,311.76,1634.66,27.55,25.25,0
301.78,310.84,1499.19,23.81,25.31,0
298.35,310.37,1441.2,25.01,25.38,0
301.57,315.03,1397.62,25.08,25.43,0
299.41,309.55,1543.39,23.41,25.47,0
298.62,310.05,1504.86,23.54,25.51,0
299.55,310.08,1517.01,24.74,25.56,0
297.99,307.99,1608.55,26.63,25.59,0
298.41,307.91,1421.91,24.08,25.62,0
301.9,310.63,1480.76,25.09,25.66,0
299.7,309.41,1502.37,22.22,25.71,0
302.28,311.98,1377.59,28.09,25.76,0
300.86,309.09,1614.28,24.87,25.81,0
297.95,308.65,1501.23,27.45,25.85,0
296.2,306.2,1523.68,27.0,25.9,0
298.63,309.09,1531.7,24.77,25.96,0
300.53,312.53,1362.14,26.71,26.02,0
300.02,309.08,1319.4,27.54,26.06,0
298.34,306.07,1488.67,26.17,26.1,0
302.03,310.82,1471.02,24.57,26.14,0
296.51,305.92,1385.76,27.93,26.18,0
297.48,309.57,1621.35,21.62,26.23,0
300.25,311.44,1500.42,23.15,26.28,0
304.39,316.18,1414.71,26.66,26.34,0
300.83,310.99,1408.75,26.22,26.39,0
297.99,309.25,1425.87,26.09,26.44,0
301.19,311.86,1417.63,22.62,26.5,0
301.37,307.74,1440.33,25.41,26.53,0
301.88,309.84,1493.61,22.91,26.59,0
299.18,311.99,1533.31,23.94,26.62,0
298.4,309.16,1709.49,22.31,26.67,0
300.24,311.22,1478.02,26.29,26.74,0
300.83,310.88,1651.65,23.89,26.78,0
303.2,311.21,1486.33,23.84,26.81,0
304.18,313.86,1335.53,24.72,26.89,0
298.53,307.44,1686.82,20.69,26.94,0
298.95,310.12,1517.59,26.65,27.0,0
299.87,309.91,1448.73,25.64,27.06,0
299.5,308.72,1584.64,21.29,27.11,0
300.97,311.48,1417.57,24.09,27.15,0
300.97,308.4,1471.9,24.73,27.21,0
300.52,311.36,1680.23,23.71,27.25,0
302.69,313.9,1365.03,30.19,27.31,0
299.68,310.75,1522.53,27.47,27.35,0
297.9,310.57,1305.78,26.73,27.39,0
296.88,306.44,1595.54,25.31,27.44,0
297.94,309.44,1587.12,24.27,27.5,0
297.91,305.63,1608.19,20.11,27.55,0
296.23,307.9,1600.42,24.8,27.61,0
301.33,312.91,1558.26,20.65,27.68,0
300.37,309.21,1392.67,24.74,27.74,0
299.15,307.43,1520.67,22.97,27.79,0
298.22,308.9,1577.9,27.49,27.84,0
296.84,308.39,1363.75,28.58,27.88,0
298.16,306.4,1464.31,24.09,27.92,0
303.7,313.76,1396.86,25.52,27.97,0
295.58,307.4,1370.69,27.16,28.02,0
300.28,309.55,1348.11,26.09,28.07,0
301.49,312.71,1579.46,28.03,28.11,0
300.27,311.69,1560.96,25.98,28.16,0
299.37,309.59,1573.03,23.49,28.21,0
301.54,312.05,1570.56,26.66,28.27,0
297.79,308.69,1546.57,22.81,28.35,0
301.11,310.22,1362.66,33.26,28.39,0
302.86,312.41,1483.45,22.98,28.43,0
297.92,307.24,1731.78,24.21,28.5,0
298.36,306.62,1582.76,26.06,28.54,0
300.27,313.34,1586.08,23.63,28.59,0
301.98,315.37,1585.09,20.98,28.65,0
302.68,314.99,1595.04,24.11,28.7,0
301.36,310.82,1413.87,25.22,28.77,0
298.66,309.2,1491.12,24.0,28.84,0
297.77,307.26,1511.75,25.94,28.89,0
300.49,311.82,1464.79,25.53,28.95,0
300.8,312.08,1323.4,25.18,28.99,0
297.8,307.74,1467.71,23.01,29.02,0
300.12,311.67,1472.64,25.99,29.08,0
300.66,311.16,1451.11,26.21,29.12,0
302.09,312.71,1559.01,24.36,29.17,0
298.02,307.25,1496.06,22.71,29.24,0
301.11,311.95,1465.38,25.35,29.28,0
297.66,307.69,1276.1,25.07,29.34,0
299.15,309.7,1415.7,27.03,29.38,0
299.84,311.19,1497.5,26.33,29.42,0
303.04,311.7,1418.82,22.0,29.47,0
306.63,316.45,1412.66,25.42,29.54,0
300.51,309.3,1519.75,25.37,29.59,0
300.99,311.59,1344.35,28.35,29.64,0
302.02,312.61,1660.05,25.54,29.69,0
297.28,305.95,1374.64,28.23,29.73,0
301.53,312.76,1532.15,27.31,29.81,0
297.52,307.73,1649.21,24.02,29.85,0
303.26,315.12,1652.47,24.23,29.9,0
302.89,312.76,1510.29,26.79,29.97,0
301.0,310.53,1472.78,25.17,30.03,0
298.39,309.15,1553.65,20.58,30.08,0
303.34,314.79,1602.21,25.47,30.12,0
300.52,310.98,1541.9,27.53,30.18,0
300.22,307.51,1770.94,18.79,30.2,0
301.16,310.69,1355.5,24.84,30.27,0
296.58,311.46,1409.85,25.92,30.32,0
